￥112.10,疯狂Python讲义 从零开始，Python编程从入门到实践一网打尽，648页鸿篇巨制，围绕网络爬虫、大数据分析、Web编程、并发编程等就业热点设置案例；李刚作品上市十年销量近百万册，在线答疑，赠520个案例、网络课程与券
￥88.10,Python核心编程（第3版） 畅销经典的Python基础教程学习手册进阶图书 兼顾Python2和Python3 机器学习 数据处理 网络爬虫热门编程语言 Python开发人员的案头常备
￥70.20,Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）
￥89.10,Python基础教程（第3版） Python3.5编程从入门到实践 Python入门佳作 机器学习 人工智能 数据处理 网络爬虫热门编程语言 累计销售20万册
￥62.10,精通Python网络爬虫：核心技术、框架与项目实战
￥68.40,Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南python程序设计正版
￥51.90,精通Scrapy网络爬虫 资深Python工程师10年开发经验分享 深入讲解Scrapy的核心技术与知识点 深入介绍Python流行框架Scrapy核心技术 网络爬虫的开发技巧
￥43.10,自己动手写网络爬虫（修订版 配光盘）
￥44.10,Python网络爬虫从入门到实践 Python，爬虫
￥69.50,Python网络爬虫实战（第2版） 基于Python 3.6.4，快速掌握网络爬虫技术
￥66.00,现货 Python3 网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南
￥78.20,Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现高效数据处理
￥70.20,Python网络爬虫实战/清华科技大讲堂 本书以Python语言为基础，由浅入深地探讨网络爬虫技术，同时，通过具体的程序编写和实践来帮助读者了解和学习Python爬虫。
￥55.00,包邮 Python编程 从入门到实践 Python3.5编程入门图书 机器学习 数据处理 网络热
￥60.70,玩转Python网络爬虫 资深爬虫工程师专业奉献 基于Python 3从零基础到项目实战 提供技术交流与服务群
￥74.20,PYTHON3网络爬虫开发实战 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥106.20,从Python小白到爬虫高手（套装共2册）
￥51.90,Python 网络爬虫实战 大数据工程师的Python快速入门书
￥32.10,自己动手写网络爬虫了（修订版）java语言 程序代码设计 罗刚 网络开发 深入
￥36.80,用Python写网络爬虫(第2版) 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥139.60,Python3网络爬虫开发实战+数据分析入门+Python 3 数据清洗与可视化实战书籍 3本
￥155.30,【套装3本】Python3 网络爬虫开发实战+用Python写网络 第2版+精通Python
￥39.20,【现货正版】 Python编程无师自通 专业程序员的养成 宋秉金Python3网络项目编程
￥24.75,用Python写网络爬虫 [澳]理查德 劳森(Richard Lawson) 978711
￥97.90,Python网络爬虫从入门到实践+Python 3网络开发实战（全2册）数据抓取指
￥49.00,正版现货Python编程从入门到精通 计算机编程零基础入门书籍学习网络 pathon编程从入门到
￥230.00,Python数据分析机器学习深度学习和NLP实例编程 深度学习实战Python网络
￥43.00,现货 毫无障碍学Python Python 入门 爬虫、人脸识别、验证码破解
￥32.00,Python快速编程入门 传智播客 黑马程序员 python编程从入门到实践基础视频教程核心编程
￥94.00,人邮新书 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取
￥153.40,包邮 对比Excel轻松学习Python数据分析+Python 3 数据清洗与可视化实战书籍
￥57.42,Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南
￥137.00,Python 3网络爬虫开发实战+爬虫 数据清洗与可视化实战+Python网络从入门到实践教程书
￥143.00,【套装2本】Python基础教程 第3版+Python3 网络开发实战
￥37.20,PYTHON 3爬虫.数据清洗与可视化实战
￥38.60,自己动手写网络爬虫了（修订版）java语言 程序代码设计 罗刚 网络开发 深入正式
￥53.40,【Python基础教程】Python网络编程第3版 Python3数据分析编程理解技术 Pyth
￥73.80,现货Python 3网络爬虫开发实战 全新正版 区域包邮
￥105.00,2本 自己动手写网络爬虫(修订版附光盘)+网络全解析-技术原理与实践 Java开发
￥48.60,爬虫实战 从数据到产品 贺思聪著 爬虫反爬虫案例分析数据抓取攻克反爬虫思维模式从0到1地开发大数据产品技术教程书
￥45.35,Python3网络爬虫开发实战 pyspider Scrapy框架设计 分布式视频录音编写
￥55.20,Python项目案例开发从入门到实战 爬虫、游戏和机器学习书籍
￥37.70,Python网络爬虫从入门到实践 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥53.70,包邮 Python爬虫开发与项目实战 计算机与互联网 |5894193
￥36.80,解析Python网络爬虫 核心技术 Scrapy框架 分布式书籍
￥74.20,Python 3网络爬虫开发实战 项目开发教程书籍 分布式视频录音编写 数据爬取技术
￥41.80,Python 3.7编程快速入门 Python3网络爬虫项目开发教程书籍
￥40.50,Python网络爬虫权威指南 第2版 Python脚本网页抓取技术网络API 书籍
￥157.80,【套装2本】Python基础编程Python编程从零基础到项目实战Python网络从入门到精通
￥32.45,精通Python爬虫框架Scrapy [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrio
￥55.00,PYTHON网络爬虫权威指南 第2版 (美)瑞安·米切尔(Ryan Mitchell) 编程语言
￥62.00,Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47
￥46.00,玩转Python网络爬虫 Python开发 程序设计 清华大学出版社
￥54.60,Python 3.7从零开始学 全程视频教学 兄弟连教育组织编写书籍
￥35.30,Python网络爬虫从入门到实践 Python编程入门 Python基础教程
￥28.60,PYTHON网络爬虫技术/江吉彬 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥122.10,【套装2本】Python编程从零基础到项目实战+Python3 网络开发实战
￥59.60,包邮 Python 3.7从零开始学书籍 全程视频教学 兄弟连教育组织编写
￥69.90,￥62.00
￥64.30,正版现货 python编程从入门到精通 零基础学python从入门到实践python书籍 pyt
￥48.40,Python轻松学 爬虫、游戏与架站 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥143.00,【套装2本】Python基础教程 第3版+Python3 网络开发实战
￥53.00,现货从零开始学Python网络爬虫 Python零基础语法入门 原理和网页构造 正则表达式
￥49.00,Python自动化开发实战 黄永祥 Python基础教程书籍
￥54.28,Python轻松学:爬虫、游戏与架站 湖北新华书店正版图书籍
￥44.90,包邮 Python 3.6零基础入门与实战书籍 基于Python3.6.4，快速掌握大数据处理工具书
￥161.60,包邮 对比Excel，轻松学习Python数据分析+Python 3、数据清洗与可视化实战书籍
￥59.30,Python网络爬虫权威指南 第2版 Python脚本网页抓取技术网络API web数据采集转换使用
￥72.30,Python数据处理 爬虫抓取数据清洗与分析方法
￥44.20,Python 3.6零基础入门与实战 网络爬虫开发教程书籍 Scrapy数据分析处理方法gerapy
￥42.80,正版Python 3破冰人工智能 从入门到实战 黄海涛 python3网络基础教程书籍 Pyth
￥53.10,疯狂Python讲义 李刚编著 python从入门到精通 python核心技术网络书籍
￥39.80,【R】Python网络爬虫技术 *深大数据专家张良均领衔畅销书作者团队 全部采用企业真实项目案例 提
￥78.60,用Python写网络爬虫第2版+笨办法学Python 3 共2册图书籍
￥79.93,Python项目案例开发从入门到实战 爬虫游戏和机器学习 微课版 python中文版人工智能机器学习
￥73.90,Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南 Pytho
￥34.22,Python 网络爬虫实战 胡松涛 9787302457879
￥102.80,包邮 精通Scrapy网络爬虫+Python爬虫开发与项目实战 2本
￥69.60,Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47
￥165.00,包邮 Python爬虫开发与项目实战+Python网络权威指南+精通Python框架
￥29.40,【正版包邮】 Python游戏编程入门 游戏开发 Python3数据分析编程教程 程序设计书籍
￥42.30,精通Scrapy网络爬虫 scrapy爬虫编写教程书籍
￥46.90,精通Python网络爬虫：核心技术、框架与项目实战 Python编程入门教程书籍
￥239.00,包邮 python数据分析基础+数据处理+网络权威指南+数据抓取技术与实战+网络
￥27.20,Python 3爬虫 数据清洗与可视化实战 零一 Python3网络开发实战教程书籍
￥310.00,流畅的Python+Python大战机器学习+网络实战+Python机器学习 5本
￥47.40,Python基础教程 Python编程从入门到精通 python python从入门
￥110.90,包邮 Python爬虫开发与项目实战+精通Python网络 图书
￥31.00,Python 3爬虫 数据清洗与可视化实战
￥43.00,现货 毫无障碍学Python Python 入门 爬虫、人脸识别、验证码破解
￥63.13,Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络
￥108.00,包邮Python 3网络爬虫开发实战+Python网络从入门到实践教程书籍
￥68.00,Python编程从入门到实践 编程入门图书 机器学习 数据处理 网络热门编程语言
￥46.90,包邮 精通Python网络爬虫：核心技术、框架与项目实战 计算机与互联网|5386911
￥161.80,精通Scrapy网络爬虫+Python爬虫开发与项目实战+网络全解析 技术 原理与实践
￥77.00,包邮Python3爬虫 数据清洗与可视化实战+Python数据分析入门 从数据获取到可视化
￥28.70,用Python写网络爬虫 全面剖析爬虫技术的实现原理 利用Python的强大功能从任意网站爬取数据
￥31.30,精通Python爬虫框架Scrapy scrapy1.0数据抓取软件架构开发设计教程书
￥33.80,用Python写网络爬虫第2版网络爬虫开发实战教程书籍基础教学入门Python3深入
￥71.20,Python数据处理 全面掌握用Python进行抓取以及数据清洗与分析的方法 轻松实现
￥69.00,现货 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南
￥98.00,【共5册】玩转折纸——飞鸟+恐龙+游鱼+萌宠+ 亲子折纸书 幼儿手工趣味剪纸书
￥36.10,Python网络爬虫实例教程 视频讲解版 新华书店，正版保证，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！
￥24.90,Python3爬虫数据清洗与可视化实战
￥68.80,Python3 网络爬虫开发实战 程序开发数据 软件开发 Python3环境配置
￥73.90,Python 3网络爬虫开发实战 Scrapy数据分析处理手册 数据抓取指南 Pytho
￥34.22,Python 网络爬虫实战 胡松涛 9787302457879
￥102.80,包邮 精通Scrapy网络爬虫+Python爬虫开发与项目实战 2本
￥69.60,Python3网络爬虫开发实战崔庆才 Scrapy数据分析处理手册数据抓取指南 计算机编程语言 默认47
￥165.00,包邮 Python爬虫开发与项目实战+Python网络权威指南+精通Python框架
￥29.40,【正版包邮】 Python游戏编程入门 游戏开发 Python3数据分析编程教程 程序设计书籍
￥42.30,精通Scrapy网络爬虫 scrapy爬虫编写教程书籍
￥46.90,精通Python网络爬虫：核心技术、框架与项目实战 Python编程入门教程书籍
￥239.00,包邮 python数据分析基础+数据处理+网络权威指南+数据抓取技术与实战+网络
￥27.20,Python 3爬虫 数据清洗与可视化实战 零一 Python3网络开发实战教程书籍
￥310.00,流畅的Python+Python大战机器学习+网络实战+Python机器学习 5本
￥47.40,Python基础教程 Python编程从入门到精通 python python从入门
￥110.90,包邮 Python爬虫开发与项目实战+精通Python网络 图书
￥31.00,Python 3爬虫 数据清洗与可视化实战
￥43.00,现货 毫无障碍学Python Python 入门 爬虫、人脸识别、验证码破解
￥63.13,Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络
￥108.00,包邮Python 3网络爬虫开发实战+Python网络从入门到实践教程书籍
